1,2,0,3,0,7,0,11,0,0,0,0,0
2,4,0,0,0,0,0,0,0,1,1,0,1
3,6,0,0,0,0,0,0,0,1,1,0,1
4,8,0,0,0,0,0,0,0,2,2,0,1
5,9,0,0,0,0,0,0,0,2,2,0,0
6,10,0,0,0,0,0,0,0,2,2,0,1
7,12,0,0,0,0,0,0,0,3,3,0,1
8,13,0,0,0,0,0,0,0,3,3,0,1
9,14,0,15,0,0,0,0,0,3,3,0,1
10,16,0,0,0,0,0,0,0,3,3,0,1
11,17,0,0,0,0,0,0,0,3,3,0,1
12,18,0,24,0,0,0,0,0,4,4,0,1
13,19,0,0,0,0,0,0,0,4,4,0,1
14,19,0,0,0,0,0,0,0,4,4,0,1
15,20,0,0,0,0,0,0,0,4,4,0,1
16,20,0,0,0,0,0,0,0,4,4,0,1
17,21,0,25,0,0,0,0,0,4,4,0,1
18,22,0,0,0,0,0,0,0,5,5,0,1
19,22,0,0,0,0,0,0,0,5,5,0,1
20,23,0,0,0,0,0,0,0,5,5,0,1
21,23,0,0,0,0,0,0,0,5,5,0,1
22,24,0,0,0,0,0,0,0,6,6,0,1
23,25,0,0,0,0,0,0,0,6,6,0,1
24,0,0,0,0,0,0,0,0,7,7,0,1
25,0,0,0,0,0,0,0,0,7,7,0,1
