1,2,0,3,0,5,0,6,0,0,0,0,0
2,7,0,0,0,0,0,0,0,1,2,0,1
3,8,0,0,0,0,0,0,0,1,1,0,1
4,9,0,0,0,0,0,0,0,1,1,0,0
5,10,0,0,0,0,0,0,0,1,1,0,1
6,11,0,0,0,0,0,0,0,1,2,0,1
7,15,0,0,0,0,0,0,0,2,3,0,1
8,12,0,0,0,0,0,0,0,2,2,0,1
9,13,0,0,0,0,0,0,0,2,2,0,1
10,14,0,0,0,0,0,0,0,2,2,0,1
11,18,0,0,0,0,0,0,0,2,3,0,1
12,15,0,0,0,0,0,0,0,3,3,0,1
13,16,0,17,0,21,0,22,0,3,3,0,1
14,18,0,0,0,0,0,0,0,3,3,0,1
15,19,0,0,0,0,0,0,0,4,4,0,1
16,19,0,0,0,0,0,0,0,4,4,0,1
17,20,0,0,0,0,0,0,0,4,4,0,1
18,20,0,0,0,0,0,0,0,4,4,0,1
19,21,0,0,0,0,0,0,0,5,5,0,1
20,22,0,0,0,0,0,0,0,5,5,0,1
21,0,0,0,0,0,0,0,0,6,6,0,1
22,0,0,0,0,0,0,0,0,6,6,0,1
