1,0,3,0,0,0,0,1,0
2,0,4,0,0,0,0,2,0
3,1,5,0,0,0,0,3,0
4,1,5,0,0,0,0,4,0
5,2,6,0,0,0,0,5,0
6,3,7,0,0,0,0,6,0
7,4,8,39,0,0,0,7,0
8,5,9,0,0,0,0,8,0
9,6,10,0,0,0,0,9,0
10,7,11,12,0,0,0,10,0
11,8,34,0,0,0,0,11,0
12,8,13,14,0,0,0,12,0
13,9,15,0,0,0,0,13,0
14,9,16,17,0,0,0,14,0
15,10,18,0,0,0,0,15,0
16,10,19,0,0,0,0,16,0
17,10,37,0,0,0,0,17,0
18,11,20,0,0,0,0,18,0
19,11,21,0,0,0,0,19,0
20,12,22,0,0,0,0,20,0
21,12,23,0,0,0,0,21,0
22,13,24,0,0,0,0,22,0
23,13,25,0,0,0,0,23,0
24,14,26,0,0,0,0,24,0
25,14,26,0,0,0,0,25,0
26,15,27,0,0,0,0,26,0
27,16,28,0,0,0,0,27,0
28,17,29,0,0,0,0,28,0
29,18,30,0,0,0,0,29,0
30,19,31,32,33,0,0,30,0
31,20,0,0,0,0,0,31,0
32,20,0,0,0,0,0,32,0
33,20,0,0,0,0,0,33,0
34,9,35,0,0,0,0,11,0
35,10,36,0,0,0,0,11,0
36,11,20,0,0,0,0,11,0
37,11,38,0,0,0,0,17,0
38,12,23,0,0,0,0,17,0
39,5,40,0,0,0,0,7,0
40,6,41,0,0,0,0,7,0
41,7,42,0,0,0,0,7,0
42,8,43,0,0,0,0,7,0
43,9,44,0,0,0,0,7,0
44,10,45,0,0,0,0,7,0
45,11,46,0,0,0,0,7,0
46,12,47,0,0,0,0,7,0
47,13,48,0,0,0,0,7,0
48,14,49,0,0,0,0,7,0
49,15,27,0,0,0,0,7,0
