1,2,0,3,0,4,0,5,0,0,0,0,0
2,6,0,0,0,0,0,0,0,1,1,0,1
3,7,0,0,0,0,0,0,0,1,1,0,1
4,9,0,0,0,0,0,0,0,1,1,0,1
5,10,0,0,0,0,0,0,0,1,1,0,1
6,11,0,0,0,0,0,0,0,2,2,0,1
7,12,0,0,0,0,0,0,0,2,2,0,1
8,13,0,0,0,0,0,0,0,2,2,0,0
9,14,0,0,0,0,0,0,0,2,2,0,1
10,15,0,0,0,0,0,0,0,2,2,0,1
11,16,0,0,0,0,0,0,0,3,3,0,1
12,16,0,0,0,0,0,0,0,3,3,0,1
13,17,0,18,0,22,0,23,0,3,3,0,1
14,19,0,0,0,0,0,0,0,3,3,0,1
15,19,0,0,0,0,0,0,0,3,3,0,1
16,20,0,0,0,0,0,0,0,4,4,0,1
17,20,0,0,0,0,0,0,0,4,4,0,1
18,21,0,0,0,0,0,0,0,4,4,0,1
19,21,0,0,0,0,0,0,0,4,4,0,1
20,22,0,0,0,0,0,0,0,5,5,0,1
21,23,0,0,0,0,0,0,0,5,5,0,1
22,0,0,0,0,0,0,0,0,6,6,0,1
23,0,0,0,0,0,0,0,0,6,6,0,1
